latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
35.606327,-5.32135,111.0,3600,Europe/London,BST

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C)
2017-07-28T06:00,19.4,98,19.2,22.3,0.00,0.00,1014.2,1001.2,90,100,0,0,0.00,0.03,4.2,6.4,250,227,9.0,22.0
2017-07-28T07:00,19.4,92,18.1,21.6,0.00,0.00,1014.3,1001.3,7,8,0,0,0.02,0.18,5.4,7.1,233,240,11.2,21.7
2017-07-28T08:00,23.0,68,16.8,24.5,0.00,0.00,1014.5,1001.6,1,1,0,0,0.09,0.90,5.9,7.3,232,237,14.0,22.2
2017-07-28T09:00,27.2,50,15.8,28.9,0.00,0.00,1014.8,1002.1,0,0,0,0,0.21,1.82,2.6,5.2,254,254,13.7,23.6
2017-07-28T10:00,29.9,42,15.7,31.4,0.00,0.00,1014.9,1002.3,0,0,0,0,0.36,2.43,2.9,3.7,360,331,14.0,25.6
2017-07-28T11:00,31.1,43,17.0,33.8,0.00,0.00,1014.9,1002.3,0,0,0,0,0.51,2.59,4.5,4.8,29,13,18.0,27.4
2017-07-28T12:00,31.9,46,18.9,36.1,0.00,0.00,1014.8,1002.3,0,0,0,0,0.63,2.56,5.9,6.1,47,40,21.6,29.1
2017-07-28T13:00,31.8,50,20.0,36.7,0.00,0.00,1014.9,1002.4,0,0,0,0,0.70,2.36,7.9,8.8,60,55,24.8,29.9
2017-07-28T14:00,32.6,49,20.5,37.7,0.00,0.00,1014.6,1002.1,0,0,0,0,0.73,2.51,9.3,10.2,77,72,27.7,31.0
2017-07-28T15:00,32.9,48,20.4,37.7,0.00,0.00,1014.4,1001.9,0,0,0,0,0.71,2.60,9.4,10.7,83,76,28.1,31.7
2017-07-28T16:00,32.7,48,20.2,37.1,0.00,0.00,1014.0,1001.5,0,0,0,0,0.64,2.58,8.6,9.8,90,84,27.7,32.0
2017-07-28T17:00,32.4,49,20.3,36.2,0.00,0.00,1013.6,1001.1,0,0,0,0,0.53,2.48,6.8,7.6,93,85,25.6,32.1
2017-07-28T18:00,31.6,52,20.7,35.2,0.00,0.00,1013.3,1000.8,0,0,0,0,0.38,2.22,4.5,5.0,76,60,21.2,31.8
2017-07-28T19:00,30.5,58,21.4,35.0,0.00,0.00,1013.4,1000.8,0,0,0,0,0.20,1.83,0.7,1.9,90,338,15.1,31.1
2017-07-28T20:00,27.5,70,21.4,31.3,0.00,0.00,1013.4,1000.7,0,0,0,0,0.09,1.11,5.2,9.8,236,264,10.1,29.8
2017-07-28T21:00,26.3,54,16.2,27.6,0.00,0.00,1013.8,1001.1,0,0,0,0,0.06,1.58,5.8,12.1,248,253,13.0,28.0
2017-07-28T22:00,25.2,47,13.2,25.2,0.00,0.00,1014.5,1001.7,0,0,0,0,0.05,1.69,6.8,13.7,245,247,15.1,26.6
2017-07-28T23:00,23.6,50,12.6,23.3,0.00,0.00,1014.9,1002.0,0,0,0,0,0.05,1.46,7.6,14.5,239,243,17.3,25.6
2017-07-29T00:00,22.8,50,11.9,22.3,0.00,0.00,1014.7,1001.8,0,0,0,0,0.05,1.39,7.8,14.7,236,239,17.6,24.8
2017-07-29T01:00,21.9,56,12.6,21.6,0.00,0.00,1015.3,1002.4,0,0,0,0,0.04,1.16,7.8,14.2,236,234,18.0,24.0
2017-07-29T02:00,21.9,51,11.2,21.1,0.00,0.00,1015.1,1002.2,0,0,0,0,0.06,1.30,8.4,14.9,239,238,19.1,23.5
2017-07-29T03:00,21.5,50,10.5,20.7,0.00,0.00,1014.4,1001.4,0,0,0,0,0.05,1.30,7.0,14.0,235,235,18.7,23.0
2017-07-29T04:00,20.7,50,10.0,20.0,0.00,0.00,1014.3,1001.3,0,0,0,0,0.03,1.21,5.1,10.7,231,237,16.6,22.6
2017-07-29T05:00,19.5,51,9.1,18.7,0.00,0.00,1014.5,1001.5,0,0,0,0,0.02,1.11,3.8,5.8,229,240,13.0,22.0
2017-07-29T06:00,19.4,46,7.4,18.1,0.00,0.00,1014.7,1001.6,0,0,0,0,0.03,1.22,4.6,7.2,231,233,10.4,21.5
2017-07-29T07:00,20.6,41,6.9,19.2,0.00,0.00,1014.9,1001.9,0,0,0,0,0.05,1.43,4.4,9.4,235,247,11.5,21.2
2017-07-29T08:00,23.6,39,8.8,22.3,0.00,0.00,1015.0,1002.1,0,0,0,0,0.12,1.78,6.4,9.8,243,253,14.4,21.9
2017-07-29T09:00,28.8,26,7.6,27.5,0.00,0.00,1015.3,1002.6,0,0,0,0,0.24,2.92,4.7,8.0,266,262,15.5,23.6
2017-07-29T10:00,31.7,17,3.3,29.8,0.00,0.00,1015.6,1003.1,0,0,0,0,0.36,3.91,2.6,4.7,304,279,13.3,25.8
2017-07-29T11:00,33.2,15,3.1,32.2,0.00,0.00,1015.5,1003.0,0,0,0,0,0.51,4.32,3.1,2.7,54,23,13.7,27.9
2017-07-29T12:00,33.1,22,8.6,33.2,0.00,0.00,1015.7,1003.2,0,0,0,0,0.68,3.94,8.7,9.5,83,79,24.8,29.6
2017-07-29T13:00,31.8,29,11.4,33.3,0.00,0.00,1015.8,1003.3,0,0,0,0,0.73,3.37,8.4,9.4,80,83,28.8,30.2
2017-07-29T14:00,32.4,30,12.5,34.3,0.00,0.00,1015.4,1002.9,0,0,0,0,0.76,3.42,9.2,10.7,69,70,27.7,31.2
2017-07-29T15:00,32.6,30,12.9,34.4,0.00,0.00,1015.1,1002.6,0,0,0,0,0.73,3.43,9.0,10.6,74,72,27.7,31.8
2017-07-29T16:00,32.5,29,12.0,33.4,0.00,0.00,1014.8,1002.3,0,0,0,0,0.66,3.48,9.1,10.9,83,84,27.4,32.1
2017-07-29T17:00,32.1,29,11.7,32.4,0.00,0.00,1014.2,1001.7,0,0,0,0,0.54,3.42,7.6,9.4,87,88,26.6,32.1
2017-07-29T18:00,31.6,32,12.7,31.7,0.00,0.00,1013.8,1001.3,0,0,0,0,0.39,3.17,5.4,6.8,86,93,22.3,31.8
2017-07-29T19:00,30.5,39,14.9,31.6,0.00,0.00,1013.4,1000.8,0,0,0,0,0.22,2.68,3.7,5.5,101,113,16.6,31.1
2017-07-29T20:00,29.6,41,14.9,30.7,0.00,0.00,1013.3,1000.7,0,0,0,0,0.09,2.45,3.6,3.1,143,159,9.4,29.7
2017-07-29T21:00,29.3,41,14.5,30.3,0.00,0.00,1013.5,1000.9,0,0,0,0,0.05,2.42,3.1,3.4,234,238,5.4,27.9
2017-07-29T22:00,25.7,51,14.8,26.4,0.00,0.00,1014.1,1001.3,0,0,0,0,0.04,1.62,6.1,5.9,273,281,9.0,26.4
2017-07-29T23:00,22.7,63,15.2,23.6,0.00,0.00,1014.2,1001.3,0,0,0,0,0.03,1.03,6.3,7.9,257,267,11.5,25.3
2017-07-30T00:00,22.2,65,15.4,23.4,0.00,0.00,1014.1,1001.2,0,0,0,0,0.01,0.93,4.7,8.7,238,246,11.2,24.5
2017-07-30T01:00,21.5,65,14.7,22.1,0.00,0.00,1014.2,1001.2,0,0,0,0,0.03,0.90,7.1,6.8,246,252,10.8,23.5
2017-07-30T02:00,21.8,62,14.1,22.4,0.00,0.00,1013.8,1000.9,0,0,0,0,0.02,1.00,5.2,10.5,245,248,13.0,23.1
2017-07-30T03:00,21.2,64,14.1,21.8,0.00,0.00,1013.4,1000.4,0,0,0,0,0.01,0.90,5.0,9.8,240,246,13.0,22.7
2017-07-30T04:00,20.5,66,13.8,21.1,0.00,0.00,1013.2,1000.2,0,0,0,0,0.01,0.83,4.4,8.4,235,239,12.2,22.4
2017-07-30T05:00,19.9,67,13.5,20.3,0.00,0.00,1012.9,999.9,0,0,0,0,0.01,0.77,5.0,6.9,240,242,10.4,22.0
2017-07-30T06:00,19.8,64,12.9,20.1,0.00,0.00,1012.7,999.7,0,0,0,0,0.01,0.82,4.8,7.4,243,247,10.1,21.7
2017-07-30T07:00,20.7,59,12.5,20.8,0.00,0.00,1012.6,999.6,0,0,0,0,0.04,0.99,4.8,9.1,243,261,11.5,21.5
2017-07-30T08:00,23.5,54,13.7,23.8,0.00,0.00,1012.7,999.9,0,0,0,0,0.10,1.34,6.4,9.0,243,268,14.8,22.2
2017-07-30T09:00,28.3,40,13.5,28.8,0.00,0.00,1012.6,1000.0,0,0,0,0,0.23,2.30,4.3,7.9,270,270,15.5,23.8
2017-07-30T10:00,30.8,32,12.4,31.1,0.00,0.00,1012.6,1000.1,0,0,0,0,0.37,3.01,3.0,4.7,346,302,13.7,25.9
2017-07-30T11:00,31.6,33,13.5,32.7,0.00,0.00,1012.7,1000.2,0,0,0,0,0.53,3.09,5.8,6.1,60,45,19.1,27.8
2017-07-30T12:00,31.0,39,15.5,33.2,0.00,0.00,1012.9,1000.4,0,0,0,0,0.64,2.74,8.8,10.4,78,76,26.6,29.2
2017-07-30T13:00,30.6,45,17.3,34.1,0.00,0.00,1012.5,1000.0,0,0,0,0,0.69,2.43,9.0,10.5,67,68,28.8,29.8
2017-07-30T14:00,31.2,45,18.0,35.1,0.00,0.00,1012.0,999.5,0,0,0,0,0.71,2.49,9.3,10.8,77,75,28.4,30.7
2017-07-30T15:00,31.4,45,18.0,35.1,0.00,0.00,1011.9,999.4,0,0,0,0,0.69,2.54,9.0,10.5,85,86,28.4,31.3
2017-07-30T16:00,31.6,44,17.8,34.8,0.00,0.00,1011.3,998.8,0,0,0,0,0.62,2.60,7.9,9.0,90,90,27.4,31.7
2017-07-30T17:00,31.4,45,18.2,34.3,0.00,0.00,1010.6,998.1,0,0,0,0,0.51,2.52,5.9,6.5,79,87,24.1,31.8
2017-07-30T18:00,31.0,48,18.8,33.6,0.00,0.00,1010.1,997.6,0,0,0,0,0.37,2.33,4.7,5.2,67,74,19.4,31.5
2017-07-30T19:00,30.0,53,19.5,33.2,0.00,0.00,1009.8,997.3,0,0,0,0,0.21,1.98,2.8,2.8,40,40,15.1,30.8
2017-07-30T20:00,27.0,69,20.7,30.5,0.00,0.00,1009.8,997.1,0,0,0,0,0.08,1.12,4.8,8.2,297,285,9.4,29.6
2017-07-30T21:00,24.8,67,18.2,27.0,0.00,0.00,1010.3,997.5,0,0,0,0,0.05,1.04,5.9,10.5,259,262,13.0,27.8
2017-07-30T22:00,24.4,66,17.6,26.3,0.00,0.00,1011.0,998.2,0,0,0,0,0.02,1.04,5.8,12.4,263,262,14.0,26.5
2017-07-30T23:00,23.3,71,17.7,24.9,0.00,0.00,1010.9,998.1,0,0,0,0,0.03,0.84,8.1,15.4,257,259,19.1,25.6
2017-07-31T00:00,22.3,77,18.0,23.8,0.00,0.00,1010.7,997.8,0,0,0,0,0.02,0.62,9.8,18.8,253,258,23.4,24.9
2017-07-31T01:00,22.1,77,17.9,23.4,0.00,0.00,1011.1,998.2,0,0,0,0,0.03,0.61,10.8,20.9,255,259,26.6,25.1
2017-07-31T02:00,22.0,74,17.0,22.8,0.00,0.00,1010.7,997.8,0,0,0,0,0.03,0.70,11.5,22.5,256,257,28.4,24.6
2017-07-31T03:00,21.5,71,16.0,22.0,0.00,0.00,1010.2,997.3,0,0,0,0,0.04,0.75,10.8,22.0,249,255,28.4,24.1
2017-07-31T04:00,20.9,73,15.8,21.5,0.00,0.00,1009.9,997.0,0,0,0,0,0.03,0.67,9.7,19.0,243,251,27.0,23.7
2017-07-31T05:00,19.9,78,16.0,20.9,0.00,0.00,1009.6,996.6,0,0,0,0,0.01,0.51,7.7,14.8,242,252,24.1,23.2
2017-07-31T06:00,19.3,81,16.0,20.3,0.00,0.00,1009.5,996.5,0,0,0,0,0.01,0.43,7.4,12.3,241,249,20.2,22.6
2017-07-31T07:00,19.4,80,15.8,20.2,0.00,0.00,1009.8,996.8,0,0,0,0,0.03,0.46,8.2,13.3,247,257,20.2,22.3
2017-07-31T08:00,22.7,66,16.1,23.7,0.00,0.00,1009.9,997.1,0,0,0,0,0.10,0.93,8.0,14.3,252,260,21.6,22.7
2017-07-31T09:00,26.8,49,15.4,27.6,0.00,0.00,1010.3,997.6,0,0,0,0,0.24,1.78,7.6,12.5,267,258,22.3,24.0
2017-07-31T10:00,29.6,37,13.3,28.9,0.00,0.00,1010.4,997.8,0,0,0,0,0.43,2.63,12.2,17.8,268,262,32.4,25.7
2017-07-31T11:00,31.4,32,12.9,30.7,0.00,0.00,1010.5,998.0,0,0,0,0,0.60,3.12,16.2,22.7,273,267,41.0,27.4
2017-07-31T12:00,32.0,35,14.6,32.2,0.00,0.00,1010.6,998.1,0,0,0,0,0.70,3.10,18.5,25.6,277,272,46.4,28.9
2017-07-31T13:00,32.7,35,15.0,34.2,0.00,0.00,1010.4,998.0,0,0,0,0,0.75,3.23,14.3,20.3,280,277,48.6,30.2
2017-07-31T14:00,33.4,33,14.7,34.8,0.00,0.00,1010.0,997.6,0,0,0,0,0.78,3.48,15.3,21.1,289,284,40.7,31.2
2017-07-31T15:00,33.5,33,14.9,34.9,0.00,0.00,1009.6,997.2,0,0,0,0,0.76,3.49,14.7,20.2,292,286,40.7,31.9
2017-07-31T16:00,32.8,35,15.5,33.8,0.00,0.00,1009.2,996.8,0,0,0,0,0.68,3.21,15.0,20.9,291,285,39.6,32.2
2017-07-31T17:00,31.7,37,15.1,31.8,0.00,0.00,1009.3,996.8,0,0,0,0,0.58,2.95,15.5,21.9,283,279,40.3,32.0
2017-07-31T18:00,30.2,38,14.4,29.2,0.00,0.00,1009.2,996.7,0,0,0,0,0.45,2.66,17.1,24.6,278,275,41.8,31.5
2017-07-31T19:00,27.8,41,13.5,26.2,0.00,0.00,1009.5,996.9,0,0,0,0,0.31,2.19,18.4,27.7,270,269,43.9,30.4
2017-07-31T20:00,25.3,43,11.9,23.3,0.00,0.00,1009.9,997.2,0,0,0,0,0.19,1.83,17.5,28.7,256,258,44.6,29.1
2017-07-31T21:00,24.0,44,11.1,22.3,0.00,0.00,1010.8,998.0,0,0,0,0,0.14,1.66,14.0,26.2,252,252,42.1,27.7
2017-07-31T22:00,23.3,46,11.1,21.7,0.00,0.00,1011.5,998.7,0,0,0,0,0.11,1.54,13.7,25.7,252,250,34.6,26.7
2017-07-31T23:00,22.4,52,12.1,21.5,0.00,0.00,1011.5,998.6,0,0,0,0,0.07,1.30,11.3,22.3,253,249,33.5,25.8
2017-08-01T00:00,21.2,61,13.4,20.6,0.00,0.00,1011.5,998.6,0,0,0,0,0.06,0.97,11.6,22.1,265,263,28.1,25.1
2017-08-01T01:00,21.4,53,11.3,19.7,0.00,0.00,1012.0,999.1,6,0,9,2,0.09,1.21,14.5,26.9,264,262,32.4,25.8
2017-08-01T02:00,20.9,54,11.2,19.3,0.00,0.00,1011.7,998.8,18,0,1,58,0.08,1.14,13.4,25.8,264,263,33.8,24.9
2017-08-01T03:00,20.3,57,11.6,19.0,0.00,0.00,1011.8,998.8,29,0,0,97,0.07,1.02,12.8,25.5,259,257,33.1,24.2
2017-08-01T04:00,20.2,58,11.6,18.9,0.00,0.00,1012.0,999.0,27,0,0,91,0.07,1.00,12.7,24.7,255,254,32.4,23.7
2017-08-01T05:00,20.0,59,11.7,19.0,0.00,0.00,1011.7,998.7,26,0,0,86,0.05,0.96,10.4,20.8,250,252,31.3,23.3
2017-08-01T06:00,19.7,61,12.0,18.9,0.00,0.00,1012.0,999.0,29,0,0,96,0.04,0.89,9.7,19.7,248,255,26.6,22.9
2017-08-01T07:00,20.1,57,11.4,18.9,0.00,0.00,1012.3,999.3,30,0,1,98,0.08,1.00,11.0,21.9,251,256,27.4,22.7
2017-08-01T08:00,21.8,48,10.3,20.3,0.00,0.00,1012.7,999.8,31,0,1,100,0.13,1.36,11.4,21.5,259,256,29.9,22.9
2017-08-01T09:00,23.3,41,9.3,21.3,0.00,0.00,1013.4,1000.5,35,0,8,100,0.20,1.68,12.6,21.4,268,262,31.7,23.4
2017-08-01T10:00,24.2,41,10.2,22.1,0.00,0.00,1013.8,1001.0,51,0,35,100,0.27,1.78,15.3,23.4,262,259,39.6,24.1
2017-08-01T11:00,25.7,39,10.5,23.7,0.00,0.00,1013.9,1001.1,46,0,26,100,0.33,2.03,15.0,21.5,260,256,39.2,24.8
2017-08-01T12:00,27.2,37,11.2,25.2,0.00,0.00,1014.0,1001.3,58,0,46,100,0.44,2.29,16.6,23.6,265,262,41.8,25.9
2017-08-01T13:00,26.3,47,14.0,24.9,0.00,0.00,1014.5,1001.7,46,0,26,100,0.39,1.82,18.4,26.0,268,265,44.3,26.8
2017-08-01T14:00,27.0,47,14.7,25.6,0.00,0.00,1014.1,1001.4,50,0,33,100,0.42,1.89,20.2,28.9,267,266,49.7,27.2
2017-08-01T15:00,27.2,48,15.1,26.2,0.00,0.00,1014.1,1001.4,36,0,10,100,0.42,1.88,18.8,27.2,265,264,50.0,27.5
2017-08-01T16:00,27.8,42,13.9,26.5,0.00,0.00,1014.2,1001.5,30,0,1,99,0.45,2.15,17.5,25.1,262,262,47.2,27.8
2017-08-01T17:00,27.9,41,13.4,26.8,0.00,0.00,1014.4,1001.7,26,0,0,86,0.41,2.23,14.9,21.4,262,262,43.9,28.1
2017-08-01T18:00,27.5,40,12.7,26.2,0.00,0.00,1014.5,1001.8,20,0,0,65,0.35,2.20,14.4,20.6,266,266,37.8,28.1
2017-08-01T19:00,26.3,43,12.6,24.9,0.00,0.00,1014.4,1001.7,23,0,0,77,0.27,1.96,15.2,23.1,266,265,37.1,27.7
2017-08-01T20:00,24.5,48,12.9,23.6,0.00,0.00,1014.5,1001.7,16,0,0,52,0.15,1.59,13.1,23.0,261,261,36.7,26.8
2017-08-01T21:00,22.6,56,13.3,22.2,0.00,0.00,1015.4,1002.5,2,0,0,8,0.09,1.22,10.3,21.1,258,256,31.3,25.8
2017-08-01T22:00,21.0,63,13.8,20.8,0.00,0.00,1016.1,1003.1,0,0,0,0,0.04,0.91,9.9,19.9,260,257,25.2,24.7
2017-08-01T23:00,19.9,70,14.3,20.1,0.00,0.00,1016.6,1003.5,0,0,0,0,0.02,0.69,8.2,16.6,247,248,23.8,23.8
2017-08-02T00:00,18.9,76,14.6,19.2,0.00,0.00,1016.4,1003.3,9,0,0,29,0.01,0.52,8.4,15.5,245,248,20.5,22.9
2017-08-02T01:00,18.2,78,14.2,18.2,0.00,0.00,1016.5,1003.4,10,0,0,33,0.02,0.47,9.5,17.2,245,254,19.8,23.0
2017-08-02T02:00,17.9,74,13.2,17.7,0.00,0.00,1015.9,1002.8,14,0,0,47,0.02,0.53,8.6,16.1,248,254,22.3,22.2
2017-08-02T03:00,17.6,67,11.5,16.9,0.00,0.00,1015.6,1002.5,20,0,0,68,0.02,0.66,7.9,14.6,240,250,20.9,21.6
2017-08-02T04:00,17.5,58,9.2,16.0,0.00,0.00,1015.2,1002.1,20,0,0,66,0.04,0.84,8.7,15.0,240,249,20.2,21.1
2017-08-02T05:00,17.4,51,7.1,15.4,0.00,0.00,1015.0,1001.9,23,0,0,76,0.05,0.98,8.7,15.3,240,246,20.5,20.8
2017-08-02T06:00,17.1,48,6.1,15.1,0.00,0.00,1014.9,1001.7,26,0,0,87,0.04,1.01,7.5,12.6,235,243,20.2,20.5
2017-08-02T07:00,17.1,48,5.9,15.0,0.00,0.00,1015.2,1002.0,23,0,0,78,0.07,1.03,7.9,12.2,240,251,18.7,20.2
2017-08-02T08:00,20.6,43,7.7,19.0,0.00,0.00,1015.5,1002.5,23,0,0,78,0.10,1.37,6.6,9.1,241,252,18.7,20.7
2017-08-02T09:00,25.2,32,7.4,23.9,0.00,0.00,1015.6,1002.8,16,0,0,53,0.21,2.18,4.4,6.4,261,254,15.8,22.2
2017-08-02T10:00,27.6,31,9.0,26.7,0.00,0.00,1015.8,1003.1,13,0,0,44,0.36,2.55,5.0,6.8,300,288,17.3,24.1
2017-08-02T11:00,29.5,29,9.5,29.6,0.00,0.00,1015.9,1003.3,24,0,0,80,0.50,2.94,4.4,6.2,325,306,18.7,26.0
2017-08-02T12:00,31.1,26,9.1,32.0,0.00,0.00,1015.9,1003.3,3,0,0,11,0.61,3.37,4.5,5.5,14,349,18.7,27.9
2017-08-02T13:00,31.8,26,10.0,33.2,0.00,0.00,1015.8,1003.3,0,0,0,0,0.69,3.49,6.2,6.8,21,3,23.4,29.2
2017-08-02T14:00,32.6,27,11.0,34.2,0.00,0.00,1015.6,1003.1,0,0,0,0,0.74,3.62,7.5,9.4,35,23,24.8,30.6
2017-08-02T15:00,32.5,32,13.5,34.6,0.00,0.00,1015.3,1002.8,0,0,0,0,0.71,3.35,8.1,10.0,45,30,26.3,31.4
2017-08-02T16:00,32.1,36,15.2,34.2,0.00,0.00,1015.0,1002.5,0,0,0,0,0.64,3.06,8.4,10.2,65,51,25.9,31.8
2017-08-02T17:00,31.4,38,15.5,32.7,0.00,0.00,1014.9,1002.4,5,0,0,16,0.53,2.85,8.6,10.2,90,80,25.6,31.7
2017-08-02T18:00,30.6,38,14.6,31.0,0.00,0.00,1014.9,1002.3,6,0,0,19,0.39,2.74,7.8,9.1,103,97,24.8,31.3
2017-08-02T19:00,29.5,39,14.1,30.3,0.00,0.00,1014.7,1002.1,0,0,0,0,0.21,2.51,3.6,4.7,90,90,20.9,30.5
2017-08-02T20:00,28.2,41,13.8,29.0,0.00,0.00,1015.2,1002.5,0,0,0,0,0.08,2.24,3.0,6.0,284,287,9.4,29.0
2017-08-02T21:00,24.3,53,14.0,24.8,0.00,0.00,1015.5,1002.7,0,0,0,0,0.06,1.44,5.2,11.5,258,270,11.9,27.2
2017-08-02T22:00,23.5,55,14.0,23.9,0.00,0.00,1016.5,1003.6,0,0,0,0,0.04,1.30,6.3,12.8,246,254,14.4,25.9
2017-08-02T23:00,22.4,59,14.1,22.5,0.00,0.00,1016.8,1003.9,0,0,0,0,0.05,1.11,8.7,15.0,240,246,18.7,24.9
2017-08-03T00:00,21.8,60,13.6,21.6,0.00,0.00,1016.7,1003.7,0,0,0,0,0.05,1.05,9.2,16.1,239,246,20.2,24.3
2017-08-03T01:00,21.4,59,13.0,21.0,0.00,0.00,1017.1,1004.1,0,0,0,0,0.05,1.06,9.8,17.4,242,248,20.5,23.7
2017-08-03T02:00,21.2,56,12.0,20.4,0.00,0.00,1016.9,1003.9,0,0,0,0,0.05,1.11,9.7,17.6,239,247,22.3,23.3
2017-08-03T03:00,20.9,55,11.5,20.0,0.00,0.00,1016.5,1003.5,0,0,0,0,0.05,1.12,9.5,17.1,241,245,22.3,23.0
2017-08-03T04:00,20.5,56,11.5,19.8,0.00,0.00,1016.1,1003.1,0,0,0,0,0.04,1.06,8.1,15.0,238,243,21.6,22.7
2017-08-03T05:00,20.1,58,11.6,19.5,0.00,0.00,1015.9,1002.9,0,0,0,0,0.04,0.98,7.4,13.6,241,248,19.1,22.3
2017-08-03T06:00,19.7,60,11.6,19.3,0.00,0.00,1016.0,1002.9,0,0,0,0,0.02,0.93,6.0,11.3,237,243,17.6,21.9
2017-08-03T07:00,19.6,59,11.3,19.3,0.00,0.00,1016.2,1003.1,0,0,0,0,0.05,0.95,5.2,9.0,236,241,14.8,21.6
2017-08-03T08:00,22.8,51,12.2,22.5,0.00,0.00,1016.2,1003.3,0,0,0,0,0.10,1.35,6.6,9.5,248,245,15.1,22.1
2017-08-03T09:00,27.9,33,10.3,27.3,0.00,0.00,1016.4,1003.7,0,0,0,0,0.23,2.51,4.8,7.6,283,262,15.5,23.7
2017-08-03T10:00,30.3,27,9.1,29.6,0.00,0.00,1016.4,1003.8,0,0,0,0,0.36,3.17,3.1,4.1,339,308,14.4,25.7
2017-08-03T11:00,31.5,26,9.7,31.4,0.00,0.00,1016.4,1003.8,0,0,0,0,0.52,3.41,5.9,6.2,43,36,19.1,27.6
2017-08-03T12:00,31.6,29,11.6,32.6,0.00,0.00,1016.4,1003.8,0,0,0,0,0.64,3.29,8.2,9.2,61,59,24.8,29.2
2017-08-03T13:00,31.9,31,12.6,33.7,0.00,0.00,1016.2,1003.7,0,0,0,0,0.71,3.28,8.1,9.0,69,67,26.3,30.2
2017-08-03T14:00,32.7,31,13.2,34.9,0.00,0.00,1015.4,1002.9,0,0,0,0,0.74,3.44,8.3,9.7,72,68,25.9,31.3
2017-08-03T15:00,32.9,31,13.7,34.8,0.00,0.00,1015.1,1002.6,0,0,0,0,0.72,3.44,9.6,11.4,77,72,27.4,32.0
2017-08-03T16:00,32.2,32,13.5,33.2,0.00,0.00,1014.8,1002.3,0,0,0,0,0.66,3.25,11.2,13.7,88,87,29.9,32.3
2017-08-03T17:00,31.5,32,12.7,31.7,0.00,0.00,1014.5,1002.0,0,0,0,0,0.54,3.16,9.0,11.5,85,90,29.9,32.1
2017-08-03T18:00,31.1,31,12.0,30.9,0.00,0.00,1014.1,1001.6,0,0,0,0,0.38,3.12,6.2,8.3,83,90,24.8,31.7
2017-08-03T19:00,30.0,36,13.1,30.5,0.00,0.00,1013.9,1001.3,0,0,0,0,0.21,2.74,3.6,5.8,90,112,18.0,31.0
2017-08-03T20:00,29.2,37,12.9,29.7,0.00,0.00,1013.9,1001.3,0,0,0,0,0.08,2.57,3.0,2.5,166,135,9.0,29.6
2017-08-03T21:00,27.2,43,13.6,27.7,0.00,0.00,1014.2,1001.5,0,0,0,0,0.06,2.04,4.5,2.5,241,225,6.5,27.8
2017-08-03T22:00,25.6,48,13.8,26.0,0.00,0.00,1015.0,1002.2,0,0,0,0,0.04,1.71,5.8,4.4,248,235,9.0,26.5
2017-08-03T23:00,23.9,53,13.7,24.3,0.00,0.00,1014.7,1001.8,0,0,0,0,0.03,1.40,5.8,5.0,248,240,10.4,25.5
2017-08-04T00:00,24.3,51,13.5,24.7,0.00,0.00,1014.3,1001.5,0,0,0,0,0.03,1.50,5.0,6.8,240,252,11.2,24.9
2017-08-04T01:00,23.6,51,12.7,23.8,0.00,0.00,1014.2,1001.3,0,0,0,0,0.03,1.44,4.7,7.3,238,261,12.6,23.8
2017-08-04T02:00,23.4,48,11.9,23.2,0.00,0.00,1013.9,1001.0,0,0,0,0,0.04,1.48,5.4,8.4,233,250,13.0,23.6
2017-08-04T03:00,22.9,47,10.9,22.3,0.00,0.00,1013.7,1000.8,0,0,0,0,0.04,1.48,5.9,9.7,232,239,14.0,23.4
2017-08-04T04:00,22.2,46,9.9,21.6,0.00,0.00,1013.5,1000.6,1,0,0,3,0.02,1.46,4.1,7.1,225,229,14.0,23.1
2017-08-04T05:00,24.3,37,8.6,23.8,0.00,0.00,1013.7,1000.9,6,0,0,20,0.00,1.93,1.3,1.3,236,56,10.4,22.6
2017-08-04T06:00,20.9,48,9.4,20.1,0.00,0.00,1013.7,1000.7,1,0,0,2,0.02,1.29,4.0,1.5,243,194,7.2,22.2
2017-08-04T07:00,21.2,52,11.0,20.8,0.00,0.00,1013.8,1000.8,0,0,0,0,0.05,1.20,5.0,5.9,240,223,10.4,21.9
2017-08-04T08:00,25.0,48,13.2,25.8,0.00,0.00,1013.8,1001.0,0,0,0,1,0.06,1.65,1.1,1.8,252,349,9.7,22.7
2017-08-04T09:00,28.4,34,11.2,28.5,0.00,0.00,1014.2,1001.5,1,0,0,2,0.20,2.54,2.1,2.1,59,59,8.6,24.3
2017-08-04T10:00,30.4,33,12.3,30.7,0.00,0.00,1014.6,1002.0,3,0,0,9,0.36,2.92,3.1,2.9,54,60,13.7,26.2
